REGION,SETTLEMENTDATE,TOTALDEMAND,RRP( Regional reference price),PERIODTYPE
VIC1,22-11-2018 20:30,4783.74,98.12,TRADE
VIC1,22-11-2018 21:00,4579.92,65.28,TRADE
VIC1,22-11-2018 21:30,4407.88,60.85,TRADE
VIC1,22-11-2018 22:00,4213.75,60.35,TRADE
VIC1,22-11-2018 22:30,4063.83,58.27,TRADE
VIC1,22-11-2018 23:00,4024.81,55.99,TRADE
VIC1,22-11-2018 23:30,4200.16,61.63,TRADE
VIC1,23-11-2018 00:00,4217.88,67.03,TRADE
VIC1,23-11-2018 00:30,4064.19,66.42,TRADE
VIC1,23-11-2018 01:00,3909.17,60.17,TRADE
VIC1,23-11-2018 01:30,3811.77,56.37,TRADE
VIC1,23-11-2018 02:00,3715.52,52.66,TRADE
VIC1,23-11-2018 02:30,3606.08,49.34,TRADE
VIC1,23-11-2018 03:00,3544.84,48.24,TRADE
VIC1,23-11-2018 03:30,3548.71,51.1,TRADE
VIC1,23-11-2018 04:00,3557.9,52.77,TRADE
VIC1,23-11-2018 04:30,3687.11,60.65,TRADE
VIC1,23-11-2018 05:00,3869.88,60.36,TRADE
VIC1,23-11-2018 05:30,4253.09,65.98,TRADE
VIC1,23-11-2018 06:00,4598.48,105.02,TRADE
VIC1,23-11-2018 06:30,4970.83,124.11,TRADE
VIC1,23-11-2018 07:00,5238.32,122.84,TRADE
VIC1,23-11-2018 07:30,5180.32,121.66,TRADE
VIC1,23-11-2018 08:00,5183.92,117.83,TRADE
VIC1,23-11-2018 08:30,5195.67,111.55,TRADE
VIC1,23-11-2018 09:00,5201.05,109.47,TRADE
VIC1,23-11-2018 09:30,5182.01,71.93,TRADE
VIC1,23-11-2018 10:00,5209.3,73.71,TRADE
VIC1,23-11-2018 10:30,5206.06,69.5,TRADE
VIC1,23-11-2018 11:00,5170.27,95.08,TRADE
VIC1,23-11-2018 11:30,5245.06,121.71,TRADE
VIC1,23-11-2018 12:00,5180.77,150.51,TRADE
VIC1,23-11-2018 12:30,5117.26,81.48,TRADE
VIC1,23-11-2018 13:00,5139.87,74.62,TRADE
VIC1,23-11-2018 13:30,5156.54,68.49,TRADE
VIC1,23-11-2018 14:00,5136.42,67.1,TRADE
VIC1,23-11-2018 14:30,5115.7,65.84,TRADE
VIC1,23-11-2018 15:00,5115.09,65.02,TRADE
VIC1,23-11-2018 15:30,5205.82,74.23,TRADE
VIC1,23-11-2018 16:00,5214.57,84.73,TRADE
VIC1,23-11-2018 16:30,5249.87,86.5,TRADE
VIC1,23-11-2018 17:00,5246.45,104.37,TRADE
VIC1,23-11-2018 17:30,5258.26,119.02,TRADE
VIC1,23-11-2018 18:00,5270.11,140.44,TRADE
VIC1,23-11-2018 18:30,5178.23,137.08,TRADE
VIC1,23-11-2018 19:00,5158.17,134.37,TRADE
VIC1,23-11-2018 19:30,5147.92,172.33,TRADE
VIC1,23-11-2018 20:00,5148.63,113.19,TRADE
VIC1,23-11-2018 20:30,5016.81,98.53,TRADE
VIC1,23-11-2018 21:00,4807.38,124.28,TRADE
VIC1,23-11-2018 21:30,4629.27,98.96,TRADE
VIC1,23-11-2018 22:00,4428.11,90.13,TRADE
VIC1,23-11-2018 22:30,4312.97,96.1,TRADE
VIC1,23-11-2018 23:00,4188.97,80.23,TRADE
VIC1,23-11-2018 23:30,4374.58,113.07,TRADE
VIC1,24-11-2018 00:00,4396.78,135.41,TRADE
VIC1,24-11-2018 00:30,4182.69,105.27,TRADE
VIC1,24-11-2018 01:00,4025.54,74.63,TRADE
VIC1,24-11-2018 01:30,3921.37,63.95,TRADE
VIC1,24-11-2018 02:00,3758.56,55.89,TRADE
VIC1,24-11-2018 02:30,3670.76,52.09,TRADE
VIC1,24-11-2018 03:00,3589.98,55.71,TRADE
VIC1,24-11-2018 03:30,3572.67,54.84,TRADE
VIC1,24-11-2018 04:00,3554.67,51.32,TRADE
VIC1,24-11-2018 04:30,3624.56,51.25,TRADE
VIC1,24-11-2018 05:00,3695.31,56.2,TRADE
VIC1,24-11-2018 05:30,3797.99,67.74,TRADE
VIC1,24-11-2018 06:00,3948.29,68.49,TRADE
VIC1,24-11-2018 06:30,4162.17,119.79,TRADE
VIC1,24-11-2018 07:00,4263.78,126.82,TRADE
VIC1,24-11-2018 07:30,4266.28,178.68,TRADE
VIC1,24-11-2018 08:00,4388.56,114.88,TRADE
VIC1,24-11-2018 08:30,4450.99,201.98,TRADE
VIC1,24-11-2018 09:00,4420.27,107.89,TRADE
VIC1,24-11-2018 09:30,4488.8,124.21,TRADE
VIC1,24-11-2018 10:00,4491.2,119.99,TRADE
VIC1,24-11-2018 10:30,4427.11,112.52,TRADE
VIC1,24-11-2018 11:00,4404.46,129.35,TRADE
VIC1,24-11-2018 11:30,4342.16,146.62,TRADE
VIC1,24-11-2018 12:00,4339.51,110.4,TRADE
VIC1,24-11-2018 12:30,4251.46,108.97,TRADE
VIC1,24-11-2018 13:00,4188.92,97.65,TRADE
VIC1,24-11-2018 13:30,4199.75,60.15,TRADE
VIC1,24-11-2018 14:00,4154.5,63.07,TRADE
VIC1,24-11-2018 14:30,4162,136.07,TRADE
VIC1,24-11-2018 15:00,4179.01,108.25,TRADE
VIC1,24-11-2018 15:30,4244.71,106.89,TRADE
VIC1,24-11-2018 16:00,4355.72,113.98,TRADE
VIC1,24-11-2018 16:30,4340.85,109.37,TRADE
VIC1,24-11-2018 17:00,4438.83,121.85,TRADE
VIC1,24-11-2018 17:30,4471.41,119.36,TRADE
VIC1,24-11-2018 18:00,4601.56,141.03,TRADE
VIC1,24-11-2018 18:30,4556.69,144.32,TRADE
VIC1,24-11-2018 19:00,4577.17,142.48,TRADE
VIC1,24-11-2018 19:30,4611.06,132.45,TRADE
VIC1,24-11-2018 20:00,4656.57,148.48,TRADE
VIC1,24-11-2018 20:30,4632.39,120.65,TRADE
VIC1,24-11-2018 21:00,4522.72,116.99,TRADE
VIC1,24-11-2018 21:30,4409.48,118.4,TRADE
VIC1,24-11-2018 22:00,4282.32,115.67,TRADE
VIC1,24-11-2018 22:30,4163.86,117,TRADE
VIC1,24-11-2018 23:00,4175.69,115.06,TRADE
VIC1,24-11-2018 23:30,4343.11,163.82,TRADE
VIC1,25-11-2018 00:00,4378.04,224.32,TRADE
VIC1,25-11-2018 00:30,4236.91,138.02,TRADE
VIC1,25-11-2018 01:00,4073.81,158.93,TRADE
VIC1,25-11-2018 01:30,3939.66,223.82,TRADE
VIC1,25-11-2018 02:00,3814.89,118.92,TRADE
VIC1,25-11-2018 02:30,3706.11,108.35,TRADE
VIC1,25-11-2018 03:00,3631.21,111.1,TRADE
VIC1,25-11-2018 03:30,3580.89,130.78,TRADE
VIC1,25-11-2018 04:00,3542.72,127.34,TRADE
VIC1,25-11-2018 04:30,3592.04,132.32,TRADE
VIC1,25-11-2018 05:00,3573.5,108.61,TRADE
VIC1,25-11-2018 05:30,3570.69,108.12,TRADE
VIC1,25-11-2018 06:00,3659.7,116.66,TRADE
VIC1,25-11-2018 06:30,3733.94,91.46,TRADE
VIC1,25-11-2018 07:00,3827.85,118.82,TRADE
VIC1,25-11-2018 07:30,3873.26,120.7,TRADE
VIC1,25-11-2018 08:00,3894.58,123.49,TRADE
VIC1,25-11-2018 08:30,3988.18,131.78,TRADE
VIC1,25-11-2018 09:00,4078.69,141.76,TRADE
VIC1,25-11-2018 09:30,4118.16,114.11,TRADE
VIC1,25-11-2018 10:00,4114.3,115.38,TRADE
VIC1,25-11-2018 10:30,4096.03,114.67,TRADE
VIC1,25-11-2018 11:00,4036.01,106.84,TRADE
VIC1,25-11-2018 11:30,3969.09,98.91,TRADE
VIC1,25-11-2018 12:00,3917.4,77.82,TRADE
VIC1,25-11-2018 12:30,3822.32,70.68,TRADE
VIC1,25-11-2018 13:00,3747.09,65.6,TRADE
VIC1,25-11-2018 13:30,3774.87,76.99,TRADE
VIC1,25-11-2018 14:00,3710.76,93.87,TRADE
VIC1,25-11-2018 14:30,3681.3,68.46,TRADE
VIC1,25-11-2018 15:00,3759.43,70.12,TRADE
VIC1,25-11-2018 15:30,3849.54,104.42,TRADE
VIC1,25-11-2018 16:00,3934.3,55.37,TRADE
VIC1,25-11-2018 16:30,4019.51,75.74,TRADE
VIC1,25-11-2018 17:00,4181.37,112.81,TRADE
VIC1,25-11-2018 17:30,4373.38,124.53,TRADE
VIC1,25-11-2018 18:00,4414.25,114.45,TRADE
VIC1,25-11-2018 18:30,4464.68,123.13,TRADE
VIC1,25-11-2018 19:00,4464.26,206.32,TRADE
VIC1,25-11-2018 19:30,4522.62,119.86,TRADE
VIC1,25-11-2018 20:00,4601.57,119.86,TRADE
VIC1,25-11-2018 20:30,4574.76,117.59,TRADE
VIC1,25-11-2018 21:00,4485.55,115.63,TRADE
VIC1,25-11-2018 21:30,4346.96,107.06,TRADE
VIC1,25-11-2018 22:00,4217.07,89.06,TRADE
VIC1,25-11-2018 22:30,4140.43,119.9,TRADE
VIC1,25-11-2018 23:00,4101.03,105.17,TRADE
VIC1,25-11-2018 23:30,4346.11,130.85,TRADE
VIC1,26-11-2018 00:00,4349.02,134.48,TRADE
VIC1,26-11-2018 00:30,4224.84,114.21,TRADE
VIC1,26-11-2018 01:00,4110.31,103.92,TRADE
VIC1,26-11-2018 01:30,4072.18,96.79,TRADE
VIC1,26-11-2018 02:00,3921.61,70.91,TRADE
VIC1,26-11-2018 02:30,3805.17,65.31,TRADE
VIC1,26-11-2018 03:00,3747.89,61.9,TRADE
VIC1,26-11-2018 03:30,3740.37,62.49,TRADE
VIC1,26-11-2018 04:00,3755.23,65.18,TRADE
VIC1,26-11-2018 04:30,3913.92,113.58,TRADE
VIC1,26-11-2018 05:00,4060.37,76.49,TRADE
VIC1,26-11-2018 05:30,4330.06,148.54,TRADE
VIC1,26-11-2018 06:00,4664.69,138.71,TRADE
VIC1,26-11-2018 06:30,5038.34,121.74,TRADE
VIC1,26-11-2018 07:00,5268.87,128.57,TRADE
VIC1,26-11-2018 07:30,5163.13,106.63,TRADE
VIC1,26-11-2018 08:00,5077.17,132.28,TRADE
VIC1,26-11-2018 08:30,5087.93,142.25,TRADE
VIC1,26-11-2018 09:00,4986.25,124.35,TRADE
VIC1,26-11-2018 09:30,4992.22,120.58,TRADE
VIC1,26-11-2018 10:00,4916.36,124.69,TRADE
VIC1,26-11-2018 10:30,4862.11,126.58,TRADE
VIC1,26-11-2018 11:00,4788.94,115.29,TRADE
VIC1,26-11-2018 11:30,4718.79,107.54,TRADE
VIC1,26-11-2018 12:00,4677.26,114.19,TRADE
VIC1,26-11-2018 12:30,4616.69,106.47,TRADE
VIC1,26-11-2018 13:00,4588.41,104.29,TRADE
VIC1,26-11-2018 13:30,4622.21,124.16,TRADE
VIC1,26-11-2018 14:00,4613.88,101.36,TRADE
VIC1,26-11-2018 14:30,4597.66,105.29,TRADE
VIC1,26-11-2018 15:00,4636.1,100.88,TRADE
VIC1,26-11-2018 15:30,4759.8,110,TRADE
VIC1,26-11-2018 16:00,4854.93,113.3,TRADE
VIC1,26-11-2018 16:30,4932.24,111.27,TRADE
VIC1,26-11-2018 17:00,5046.23,138.35,TRADE
VIC1,26-11-2018 17:30,5034.55,113.2,TRADE
VIC1,26-11-2018 18:00,5038.95,101.11,TRADE
VIC1,26-11-2018 18:30,5008.71,123.89,TRADE
VIC1,26-11-2018 19:00,4974.74,120.66,TRADE
VIC1,26-11-2018 19:30,4949.98,118.75,TRADE
VIC1,26-11-2018 20:00,4969.85,128.92,TRADE
VIC1,26-11-2018 20:30,4942.87,120.27,TRADE
VIC1,26-11-2018 21:00,4796.89,107.55,TRADE
VIC1,26-11-2018 21:30,4593.01,104.95,TRADE
VIC1,26-11-2018 22:00,4414.89,96.06,TRADE
VIC1,26-11-2018 22:30,4234.38,88.43,TRADE
VIC1,26-11-2018 23:00,4186.73,131.1,TRADE
VIC1,26-11-2018 23:30,4408.48,137.11,TRADE
VIC1,27-11-2018 00:00,4397.58,144.17,TRADE
VIC1,27-11-2018 00:30,4220.07,99.83,TRADE
VIC1,27-11-2018 01:00,4139.72,158.15,TRADE
VIC1,27-11-2018 01:30,3999.88,99.08,TRADE
VIC1,27-11-2018 02:00,3817.25,70.43,TRADE
VIC1,27-11-2018 02:30,3741.44,73.35,TRADE
VIC1,27-11-2018 03:00,3696.55,67.47,TRADE
VIC1,27-11-2018 03:30,3695.2,68.09,TRADE
VIC1,27-11-2018 04:00,3712.67,68.5,TRADE
VIC1,27-11-2018 04:30,3835.4,82.15,TRADE
VIC1,27-11-2018 05:00,3982.29,109.31,TRADE
VIC1,27-11-2018 05:30,4336.32,131.58,TRADE
VIC1,27-11-2018 06:00,4645.82,115.89,TRADE
VIC1,27-11-2018 06:30,5021.33,183.5,TRADE
VIC1,27-11-2018 07:00,5205.83,159.8,TRADE
VIC1,27-11-2018 07:30,5129.68,129.78,TRADE
VIC1,27-11-2018 08:00,5054.87,155.69,TRADE
VIC1,27-11-2018 08:30,5016.35,121.57,TRADE
VIC1,27-11-2018 09:00,4998.94,133.36,TRADE
VIC1,27-11-2018 09:30,4866.46,122.48,TRADE
VIC1,27-11-2018 10:00,4930.12,160.84,TRADE
VIC1,27-11-2018 10:30,4831.85,105.86,TRADE
VIC1,27-11-2018 11:00,4813.75,114.64,TRADE
VIC1,27-11-2018 11:30,4773.92,112.76,TRADE
VIC1,27-11-2018 12:00,4761.64,121.59,TRADE
VIC1,27-11-2018 12:30,4705.88,112.7,TRADE
VIC1,27-11-2018 13:00,4680.61,95.58,TRADE
VIC1,27-11-2018 13:30,4707.69,94.9,TRADE
VIC1,27-11-2018 14:00,4698.92,92.41,TRADE
VIC1,27-11-2018 14:30,4725.23,78.46,TRADE
VIC1,27-11-2018 15:00,4754.48,83.53,TRADE
VIC1,27-11-2018 15:30,4790.1,82.73,TRADE
VIC1,27-11-2018 16:00,4910.35,87.48,TRADE
VIC1,27-11-2018 16:30,4910.44,114.25,TRADE
VIC1,27-11-2018 17:00,4970.82,98.72,TRADE
VIC1,27-11-2018 17:30,4937.65,106.58,TRADE
VIC1,27-11-2018 18:00,4985.51,105.55,TRADE
VIC1,27-11-2018 18:30,4901.17,101.6,TRADE
VIC1,27-11-2018 19:00,4853.13,116.48,TRADE
VIC1,27-11-2018 19:30,4825,114.88,TRADE
VIC1,27-11-2018 20:00,4846.7,131.13,TRADE
VIC1,27-11-2018 20:30,4762.78,114.31,TRADE
VIC1,27-11-2018 21:00,4593.42,88.01,TRADE
VIC1,27-11-2018 21:30,4459.63,87.68,TRADE
VIC1,27-11-2018 22:00,4258.08,99.6,TRADE
VIC1,27-11-2018 22:30,4138.16,112.91,TRADE
VIC1,27-11-2018 23:00,4089.16,85.44,TRADE
VIC1,27-11-2018 23:30,4283,87.91,TRADE
VIC1,28-11-2018 00:00,4319.3,124.4,TRADE
VIC1,28-11-2018 00:30,4160.43,68.02,TRADE
VIC1,28-11-2018 01:00,4008.22,55.5,TRADE
VIC1,28-11-2018 01:30,3921.2,61.67,TRADE
VIC1,28-11-2018 02:00,3773.74,58.48,TRADE
VIC1,28-11-2018 02:30,3681.68,63.91,TRADE
VIC1,28-11-2018 03:00,3662.23,57.44,TRADE
VIC1,28-11-2018 03:30,3678.86,59.48,TRADE
VIC1,28-11-2018 04:00,3675.95,66.51,TRADE
VIC1,28-11-2018 04:30,3782.02,64.45,TRADE
VIC1,28-11-2018 05:00,3905.13,62.63,TRADE
VIC1,28-11-2018 05:30,4160.37,88.66,TRADE
VIC1,28-11-2018 06:00,4450.19,128.82,TRADE
VIC1,28-11-2018 06:30,4722.83,148.51,TRADE
VIC1,28-11-2018 07:00,4891.39,133.72,TRADE
VIC1,28-11-2018 07:30,4731.65,113.56,TRADE
VIC1,28-11-2018 08:00,4597.26,114.2,TRADE
VIC1,28-11-2018 08:30,4597.87,119.93,TRADE
VIC1,28-11-2018 09:00,4568.57,119.97,TRADE
VIC1,28-11-2018 09:30,4556.6,109.11,TRADE
VIC1,28-11-2018 10:00,4552.06,102.86,TRADE
VIC1,28-11-2018 10:30,4557.99,98.4,TRADE
VIC1,28-11-2018 11:00,4550.03,99.04,TRADE
VIC1,28-11-2018 11:30,4511.45,75.93,TRADE
VIC1,28-11-2018 12:00,4492.82,66.25,TRADE
VIC1,28-11-2018 12:30,4501.38,59.9,TRADE
VIC1,28-11-2018 13:00,4559.17,55.87,TRADE
VIC1,28-11-2018 13:30,4606.5,61.68,TRADE
VIC1,28-11-2018 14:00,4596.24,57.7,TRADE
VIC1,28-11-2018 14:30,4481.48,55.8,TRADE
VIC1,28-11-2018 15:00,4506.54,61.91,TRADE
VIC1,28-11-2018 15:30,4585.57,76.95,TRADE
VIC1,28-11-2018 16:00,4687.26,92.82,TRADE
VIC1,28-11-2018 16:30,4781.11,101.5,TRADE
VIC1,28-11-2018 17:00,4893.22,154.81,TRADE
VIC1,28-11-2018 17:30,4846.86,107.62,TRADE
VIC1,28-11-2018 18:00,4831.34,98.17,TRADE
VIC1,28-11-2018 18:30,4845.29,140.86,TRADE
VIC1,28-11-2018 19:00,4816.36,112.44,TRADE
VIC1,28-11-2018 19:30,4859.45,138.69,TRADE
VIC1,28-11-2018 20:00,4923.54,115.31,TRADE
VIC1,28-11-2018 20:30,4850.74,176.05,TRADE
VIC1,28-11-2018 21:00,4696.69,107.07,TRADE
VIC1,28-11-2018 21:30,4547.7,111.97,TRADE
VIC1,28-11-2018 22:00,4405.73,105.63,TRADE
VIC1,28-11-2018 22:30,4282.64,115.08,TRADE
VIC1,28-11-2018 23:00,4248.43,99.95,TRADE
VIC1,28-11-2018 23:30,4506.57,163.64,TRADE
VIC1,29-11-2018 00:00,4550.49,255.48,TRADE
VIC1,29-11-2018 00:30,4315.91,156.4,TRADE
VIC1,29-11-2018 01:00,4197.33,123.65,TRADE
VIC1,29-11-2018 01:30,4121.68,116.27,TRADE
VIC1,29-11-2018 02:00,3954.7,109.65,TRADE
VIC1,29-11-2018 02:30,3894.58,121.68,TRADE
VIC1,29-11-2018 03:00,3804.73,125.81,TRADE
VIC1,29-11-2018 03:30,3800.62,117.11,TRADE
VIC1,29-11-2018 04:00,3790.36,106.93,TRADE
VIC1,29-11-2018 04:30,3978.14,129.32,TRADE
VIC1,29-11-2018 05:00,4104.55,110.64,TRADE
VIC1,29-11-2018 05:30,4411.3,123.93,TRADE
VIC1,29-11-2018 06:00,4729.49,186.74,TRADE
VIC1,29-11-2018 06:30,4989.87,138.48,TRADE
VIC1,29-11-2018 07:00,5168.21,127.57,TRADE
VIC1,29-11-2018 07:30,5094.92,95.83,TRADE
VIC1,29-11-2018 08:00,5090.56,98.66,TRADE
VIC1,29-11-2018 08:30,5124.91,111.6,TRADE
VIC1,29-11-2018 09:00,5052.39,114.25,TRADE
VIC1,29-11-2018 09:30,4982.62,114.4,TRADE
VIC1,29-11-2018 10:00,4985.64,144.43,TRADE
VIC1,29-11-2018 10:30,4945.52,109.72,TRADE
VIC1,29-11-2018 11:00,4972.6,110.81,TRADE
VIC1,29-11-2018 11:30,4981.72,113.4,TRADE
VIC1,29-11-2018 12:00,4874.25,113.12,TRADE
VIC1,29-11-2018 12:30,4818.6,102.61,TRADE
VIC1,29-11-2018 13:00,4738.53,97.59,TRADE
VIC1,29-11-2018 13:30,4698.18,95.45,TRADE
VIC1,29-11-2018 14:00,4672.59,95,TRADE
VIC1,29-11-2018 14:30,4659.69,90.44,TRADE
VIC1,29-11-2018 15:00,4703.35,93.22,TRADE
VIC1,29-11-2018 15:30,4815.6,97.52,TRADE
VIC1,29-11-2018 16:00,4909.08,102.25,TRADE
VIC1,29-11-2018 16:30,5029.82,100.08,TRADE
VIC1,29-11-2018 17:00,5125.75,110.12,TRADE
VIC1,29-11-2018 17:30,5123.37,93.89,TRADE
VIC1,29-11-2018 18:00,5129.7,106.7,TRADE
VIC1,29-11-2018 18:30,5110.86,118.1,TRADE
VIC1,29-11-2018 19:00,5095.07,148.72,TRADE
VIC1,29-11-2018 19:30,5093.83,141.02,TRADE
VIC1,29-11-2018 20:00,5106.49,119.56,TRADE
VIC1,29-11-2018 20:30,5012.92,112.2,TRADE
VIC1,29-11-2018 21:00,4854.41,99.86,TRADE
VIC1,29-11-2018 21:30,4700.93,97,TRADE
VIC1,29-11-2018 22:00,4494.37,91,TRADE
VIC1,29-11-2018 22:30,4409.38,105.02,TRADE
VIC1,29-11-2018 23:00,4376.79,97.67,TRADE
VIC1,29-11-2018 23:30,4577.08,101.3,TRADE
VIC1,30-11-2018 00:00,4593.8,139.63,TRADE
VIC1,30-11-2018 00:30,4413.59,111.49,TRADE
VIC1,30-11-2018 01:00,4263.52,108.51,TRADE
VIC1,30-11-2018 01:30,4146.33,97.81,TRADE
VIC1,30-11-2018 02:00,4015.92,101.4,TRADE
VIC1,30-11-2018 02:30,3927.43,98.9,TRADE
VIC1,30-11-2018 03:00,3883.13,97.93,TRADE
VIC1,30-11-2018 03:30,3889.76,99.16,TRADE
VIC1,30-11-2018 04:00,3938.41,167.44,TRADE
VIC1,30-11-2018 04:30,4045.15,119.85,TRADE
VIC1,30-11-2018 05:00,4225.1,103.38,TRADE
VIC1,30-11-2018 05:30,4482.31,149.24,TRADE
VIC1,30-11-2018 06:00,4719.86,112.68,TRADE
VIC1,30-11-2018 06:30,5038.32,121.52,TRADE
VIC1,30-11-2018 07:00,5223.05,110.91,TRADE
VIC1,30-11-2018 07:30,5150.7,94.41,TRADE
VIC1,30-11-2018 08:00,5109.83,92.49,TRADE
VIC1,30-11-2018 08:30,5075.17,103.04,TRADE
VIC1,30-11-2018 09:00,5010.96,98.37,TRADE
VIC1,30-11-2018 09:30,4933.32,88.08,TRADE
VIC1,30-11-2018 10:00,4898.65,89.33,TRADE
VIC1,30-11-2018 10:30,4814.74,99.21,TRADE
VIC1,30-11-2018 11:00,4752.34,88.6,TRADE
VIC1,30-11-2018 11:30,4688.87,88.33,TRADE
VIC1,30-11-2018 12:00,4658.06,86.01,TRADE
VIC1,30-11-2018 12:30,4586.73,83.49,TRADE
VIC1,30-11-2018 13:00,4523.29,65.54,TRADE
VIC1,30-11-2018 13:30,4483.99,62.07,TRADE
VIC1,30-11-2018 14:00,4510.21,71.97,TRADE
VIC1,30-11-2018 14:30,4459,66.3,TRADE
VIC1,30-11-2018 15:00,4470.54,67.36,TRADE
VIC1,30-11-2018 15:30,4510.13,77.18,TRADE
VIC1,30-11-2018 16:00,4580.43,82.47,TRADE
VIC1,30-11-2018 16:30,4638.51,83.45,TRADE
VIC1,30-11-2018 17:00,4714.8,101.81,TRADE
VIC1,30-11-2018 17:30,4734.9,99.12,TRADE
VIC1,30-11-2018 18:00,4814.3,114.15,TRADE
VIC1,30-11-2018 18:30,4754.28,114.94,TRADE
VIC1,30-11-2018 19:00,4772.56,180.55,TRADE
VIC1,30-11-2018 19:30,4785.74,164.85,TRADE
VIC1,30-11-2018 20:00,4848.38,158.69,TRADE
VIC1,30-11-2018 20:30,4831.47,127.12,TRADE
VIC1,30-11-2018 21:00,4711.03,123.98,TRADE
VIC1,30-11-2018 21:30,4619.43,111.66,TRADE
VIC1,30-11-2018 22:00,4488.06,116.97,TRADE
VIC1,30-11-2018 22:30,4409.8,130.66,TRADE
VIC1,30-11-2018 23:00,4344.89,106.1,TRADE
VIC1,30-11-2018 23:30,4572.85,122.64,TRADE
VIC1,01-12-2018 00:00,4579.83,111.31,TRADE
